"MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","PoolQC","Fence","MiscFeature","SaleType","SaleCondition","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold"
"RL","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","2Story","Gable","CompShg","MetalSd","Wd Sdng","None","TA","TA","BrkTil","TA","Fa","No","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Gd","BuiltIn","RFn","TA","TA","Y","Ex","GdPrv","Shed","WD","Normal",70,51,9842,5,6,1921,1998,0,0,0,612,612,990,1611,0,2601,0,0,3,1,4,1,8,0,1998,2,621,183,0,301,0,0,0,0,5,2008
"RL","Pave","Grvl","IR1","Low","AllPub","Inside","Mod","StoneBr","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","TA","Av","ALQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Ex","GdPrv","Shed","WD","Normal",20,124,16158,7,5,2005,2005,16,1274,0,256,1530,1530,0,0,1530,1,0,2,0,3,1,7,1,2005,2,430,168,36,0,0,0,0,0,6,2009
"RL","Pave","Grvl","IR1","Lvl","AllPub","FR2","Gtl","NAmes","Feedr","Norm","1Fam","1.5Fin","Gable","CompShg","VinylSd","VinylSd","None","TA","Gd","BrkTil","TA","Fa","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",50,80,12513,4,4,1920,2007,0,0,0,715,715,1281,457,0,1738,0,0,2,0,4,1,7,1,1920,1,368,55,0,0,0,0,0,0,6,2009
"RL","Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","Ex","GdPrv","Shed","New","Partial",60,73,8499,6,5,2006,2007,0,0,0,616,616,616,796,0,1412,0,0,2,1,3,1,6,1,2007,2,432,0,36,0,0,0,0,0,3,2007
"FV","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story","Gable","CompShg","MetalSd","MetalSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Detchd","RFn","TA","TA","Y","Gd","MnPrv","Gar2","WD","Abnorml",160,30,3180,7,5,2005,2005,0,0,0,600,600,520,600,80,1200,0,0,2,1,2,1,4,0,2005,2,480,0,166,0,0,0,0,0,4,2006
"FV","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",60,65,7500,7,5,2000,2000,0,533,0,281,814,814,860,0,1674,1,0,2,1,3,1,7,0,2000,2,663,0,96,0,0,0,0,0,1,2010
"RL","Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Gd","MnPrv","Shed","WD","Abnorml",60,68,9179,7,5,1999,1999,158,633,0,240,873,882,908,0,1790,1,0,2,1,3,1,7,0,1999,2,588,0,88,0,0,0,0,0,6,2008
"RM","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","Gable","CompShg","CemntBd","CmentBd","None","TA","TA","PConc","TA","TA","No","ALQ","Rec","GasA","Ex","Y","SBrkr","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",160,41,2665,5,6,1977,1977,0,548,173,36,757,925,550,0,1475,0,0,2,0,4,1,6,1,1977,1,336,104,26,0,0,0,0,0,7,2006
"RM","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Fa","MnPrv","Shed","WD","Normal",120,36,4435,6,5,2003,2004,170,685,0,163,848,848,0,0,848,1,0,1,0,1,1,4,0,2003,2,420,140,0,0,0,0,0,0,6,2009
"RL","Pave","Pave","IR2","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","BLQ","GLQ","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Gd","GdPrv","Shed","WD","Normal",20,48,10635,8,5,2003,2003,171,370,972,315,1657,1668,0,0,1668,1,0,2,0,3,1,8,1,2003,2,502,0,262,0,0,0,0,0,5,2010
"RL","Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin","Gable","CompShg","CBlock","CBlock","None","Fa","TA","PConc","TA","TA","No","ALQ","Rec","GasA","Ex","Y","SBrkr","TA","Typ","Gd","Detchd","Fin","TA","TA","Y","Gd","MnPrv","Othr","WD","Normal",50,90,5400,4,6,1920,1950,0,315,105,420,840,840,534,0,1374,0,0,1,0,2,1,6,0,1967,1,338,0,0,198,0,0,0,0,10,2009
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl","Hip","CompShg","AsbShng","AsbShng","None","TA","TA","CBlock","TA","TA","Av","BLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","TA","BuiltIn","RFn","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",80,80,9600,6,6,1955,1996,0,831,0,161,992,1661,0,0,1661,1,0,1,0,3,1,8,1,1955,1,377,0,28,0,0,178,0,0,10,2008
"RL","Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Detchd","RFn","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",60,75,9750,7,6,1998,1998,0,975,0,133,1108,1108,989,0,2097,1,0,2,1,3,1,8,1,1998,2,583,253,170,0,0,0,0,0,6,2006
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","RFn","TA","TA","Y","Ex","GdPrv","Shed","WD","Normal",20,91,11400,10,5,2001,2002,705,1282,0,1351,2633,2633,0,0,2633,1,0,2,1,2,1,8,2,2001,3,804,314,140,0,0,0,0,0,3,2007
"FV","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","Gable","CompShg","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",60,85,10625,7,5,2005,2005,0,0,0,1026,1026,1026,932,0,1958,0,0,2,1,3,1,9,1,2005,3,936,154,210,0,0,0,0,0,7,2008
"RL","Pave","Pave","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Gd","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Gd","GdPrv","Shed","New","Partial",20,89,10991,8,5,2007,2007,80,0,0,1571,1571,1571,0,0,1571,0,0,2,0,3,1,7,1,2007,3,722,100,36,0,0,0,0,0,12,2007
"RL","Pave","Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","Gd","TA","Mn","Rec","Unf","GasA","TA","N","SBrkr","TA","Typ","Gd","Detchd","Unf","Fa","TA","Y","Gd","MnPrv","Shed","WD","Normal",30,52,6292,6,5,1930,1950,0,384,0,384,768,790,0,0,790,0,0,1,0,2,1,4,0,1925,1,160,0,141,0,0,0,0,0,4,2008
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","LwQ","BLQ","GasA","Ex","Y","SBrkr","TA","Min2","Gd","Detchd","Unf","TA","TA","Y","Fa","MnPrv","Shed","WD","Normal",50,60,10998,5,5,1941,1960,0,408,420,156,984,984,620,0,1604,0,0,2,0,3,1,6,0,1977,2,660,0,68,0,0,0,0,0,7,2009
"RM","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","Fa","No","BLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","TA","Detchd","Unf","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",160,21,1953,6,5,1973,1973,408,309,0,174,483,483,504,0,987,0,0,1,1,2,1,5,0,1973,1,264,72,0,0,0,0,0,0,6,2006
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","SLvl","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","Gd","GdWo","Shed","WD","Normal",80,73,9735,5,5,2006,2007,0,0,0,384,384,754,640,0,1394,0,0,2,1,3,1,7,0,2007,2,400,100,0,0,0,0,0,0,5,2008
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","Stucco","Stucco","None","TA","Fa","BrkTil","TA","Fa","No","Rec","Unf","GasA","TA","N","FuseF","TA","Typ","Gd","Detchd","Unf","TA","Fa","Y","Ex","MnPrv","Shed","WD","Normal",30,45,8212,3,3,1914,1950,0,203,0,661,864,864,0,0,864,1,0,1,0,2,1,5,0,1938,1,200,0,0,96,0,0,0,0,6,2010
"RL","Pave","Grvl","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","BrkFace","Plywood","None","TA","TA","CBlock","TA","TA","Mn","BLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Gd","Attchd","Fin","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",20,80,12925,6,7,1970,1970,0,865,0,340,1205,2117,0,0,2117,0,0,2,1,4,1,7,2,1970,2,550,0,42,0,0,0,0,0,5,2008
"RM","Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story","Hip","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","Fa","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Detchd","Unf","TA","TA","N","Gd","MnPrv","Shed","WD","Normal",70,60,7200,7,7,1920,1950,0,0,0,596,596,998,764,0,1762,1,0,1,1,4,1,8,0,1989,2,576,36,0,221,0,0,0,0,10,2006
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","Gd","BrkTil","TA","TA","No","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Unf","TA","TA","N","Fa","MnPrv","Shed","WD","Normal",30,115,25339,5,7,1918,2007,0,0,0,816,816,1416,0,0,1416,0,0,2,0,3,1,7,0,2007,2,576,0,0,112,0,0,0,0,8,2007
"RL","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","WdShing","Wd Shng","None","TA","TA","BrkTil","TA","TA","Mn","Rec","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","P","Gd","MnPrv","Shed","WD","Normal",50,60,9060,6,5,1939,1950,0,204,0,356,560,698,560,0,1258,0,0,1,0,2,1,6,0,1939,1,280,0,0,0,0,0,0,0,10,2009
"RM","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","VinylSd","VinylSd","None","TA","Gd","BrkTil","TA","TA","No","BLQ","Unf","GasA","Gd","Y","SBrkr","Gd","Typ","Gd","Detchd","Unf","TA","TA","N","Fa","MnPrv","Shed","WD","Normal",50,40,5436,4,8,1922,2007,0,735,0,61,796,796,358,0,1154,1,0,1,0,3,1,7,0,1922,1,240,0,96,0,0,0,0,0,5,2010
"RL","Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story","Gable","CompShg","Plywood","Plywood","BrkFace","TA","TA","CBlock","Gd","TA","No","BLQ","LwQ","GasA","TA","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Fa","MnPrv","TenC","WD","Normal",60,80,16692,7,5,1978,1978,184,790,469,133,1392,1392,1392,0,2784,1,0,3,1,5,1,12,2,1978,2,564,0,112,0,0,440,519,2000,7,2006
"RM","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin","Gable","CompShg","Stucco","Stucco","None","TA","Gd","BrkTil","TA","TA","No","Rec","LwQ","GasW","TA","N","SBrkr","Gd","Typ","Gd","Detchd","Unf","TA","TA","Y","Ex","GdWo","Shed","CWD","Family",50,60,8520,6,7,1916,1950,0,168,546,0,714,1664,862,0,2526,0,0,2,0,5,1,10,1,1916,1,216,88,15,0,0,0,0,0,8,2007
"RL","Pave","Pave","IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","Ex","GdPrv","Shed","WD","Normal",20,42,14892,9,5,2006,2007,160,1320,0,426,1746,1746,0,0,1746,1,0,2,0,3,1,7,2,2006,3,758,201,39,0,0,0,0,0,10,2009
"RM","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","Gd","BrkTil","TA","Gd","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","Fa","MnPrv","Shed","WD","Normal",50,60,6000,6,6,1941,1950,0,375,0,360,735,869,349,0,1218,0,1,1,0,3,1,6,1,2003,2,440,0,0,0,0,0,0,0,3,2007
"RL","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",20,70,9100,7,5,2000,2000,244,1400,0,125,1525,1525,0,0,1525,1,0,2,0,3,1,6,0,2000,2,541,219,36,0,0,0,0,0,9,2006
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story","Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Mod","Gd","Detchd","Unf","TA","TA","Y","Ex","GdWo","Shed","WD","Normal",90,65,8944,5,5,1967,1967,0,0,0,1584,1584,1584,0,0,1584,0,0,2,0,4,2,8,0,1967,3,792,0,152,0,0,0,0,0,4,2009
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SFoyer","Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","TA","TA","Av","ALQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Po","Attchd","RFn","TA","TA","Y","Fa","MnWw","Shed","WD","Normal",85,68,7838,5,5,1967,1967,0,769,0,95,864,900,0,0,900,1,0,1,0,3,1,6,1,1967,1,288,175,144,0,0,0,0,0,12,2006
"RM","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","Fa","TA","No","Unf","Unf","GasA","Ex","N","SBrkr","TA","Typ","TA","Detchd","Unf","Gd","TA","Y","Ex","MnPrv","Shed","WD","Normal",190,60,10800,6,7,1905,2000,0,0,0,482,482,1221,691,0,1912,0,0,2,0,3,2,7,1,2003,2,672,0,25,212,0,0,0,0,4,2008
"RL","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Fa","GdPrv","Shed","New","Partial",120,53,4045,7,5,2006,2006,45,1070,0,286,1356,1500,0,0,1500,1,0,2,0,2,1,6,1,2006,3,648,161,20,0,0,0,0,0,10,2006
"RL","Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","Gd","Gd","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",60,88,12665,8,5,2005,2006,245,0,0,1094,1094,1133,1349,0,2482,0,0,2,1,4,1,9,1,2005,3,642,144,39,0,0,0,0,0,2,2007
"RL","Pave","Grvl","IR1","Bnk","AllPub","Inside","Sev","Timber","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","Av","BLQ","Rec","GasA","TA","Y","SBrkr","TA","Min1","TA","Detchd","Unf","TA","TA","N","Ex","MnPrv","Shed","WD","Normal",20,60,57200,5,5,1948,1950,0,353,334,60,747,1687,0,0,1687,1,0,1,0,3,1,7,2,1966,2,572,0,0,50,0,0,0,0,6,2010
"RM","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","TA","Mn","Unf","Unf","GasA","Ex","Y","SBrkr","TA","Typ","TA","Detchd","Unf","Fa","Fa","N","Fa","MnPrv","Shed","WD","Normal",70,51,6120,5,8,1920,2004,0,0,0,939,939,939,574,0,1513,0,0,1,1,4,1,8,0,1933,1,180,24,0,150,0,0,0,0,5,2007
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","VinylSd","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","Rec","BLQ","GasA","Gd","Y","FuseA","TA","Min1","Gd","Attchd","Unf","TA","TA","Y","Fa","GdPrv","Shed","WD","Normal",50,60,7200,5,4,1950,1982,0,180,352,676,1208,1136,768,0,1904,1,0,1,1,3,1,7,0,1950,1,240,0,0,168,0,0,0,0,5,2009
"RL","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","WdShing","Wd Shng","None","TA","TA","BrkTil","TA","TA","No","BLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Detchd","Unf","Fa","TA","Y","Gd","MnPrv","Shed","WD","Normal",50,51,6171,6,6,1925,1990,0,264,0,712,976,1160,448,0,1608,0,0,2,1,3,1,7,1,1925,1,216,147,16,0,0,0,0,0,10,2009
"RM","Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","WdShing","Wd Shng","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","BuiltIn","RFn","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",50,50,6000,6,7,1929,1950,0,0,0,862,862,950,208,0,1158,0,0,1,0,3,1,5,1,1929,1,208,0,0,112,0,0,0,0,7,2008
"RL","Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","TA","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",60,62,7415,6,5,2004,2004,0,759,0,80,839,864,729,0,1593,1,0,2,1,3,1,8,1,2004,2,398,100,75,0,0,0,0,0,4,2008
"RL","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","Gd","Av","Unf","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Fa","GdPrv","Shed","New","Partial",20,64,6762,7,5,2006,2006,0,0,0,1286,1286,1294,0,0,1294,0,0,2,0,2,1,6,1,2006,2,662,168,55,0,0,0,0,0,7,2006
"RL","Pave","Grvl","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","RRAn","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Unf","TA","TA","Y","Gd","MnPrv","Shed","WD","Normal",20,49,15256,8,5,2007,2007,84,929,0,556,1485,1464,0,0,1464,1,0,2,0,3,1,6,0,2007,3,754,168,160,0,0,0,0,0,8,2007
"RL","Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","PConc","TA","TA","No","Unf","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","Gd","MnPrv","Shed","WD","Family",50,60,10410,3,4,1915,1950,0,0,0,672,672,694,520,0,1214,0,0,1,0,3,1,6,0,1998,3,936,216,0,160,0,0,0,0,1,2006
"RM","Pave","Pave","IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story","Hip","CompShg","CemntBd","CmentBd","Stone","Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Fa","GdPrv","Shed","WD","Normal",120,44,3842,8,5,2004,2005,174,1373,0,221,1594,1646,0,0,1646,1,1,2,0,2,1,5,1,2004,2,482,128,53,0,0,155,0,0,1,2008
"RL","Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","SFoyer","Gable","CompShg","HdBoard","Wd Shng","None","TA","TA","CBlock","Gd","TA","Av","GLQ","Unf","GasA","TA","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",85,70,8445,5,7,1972,2007,0,656,0,112,768,768,0,0,768,1,0,1,0,2,1,5,0,1988,2,396,58,0,0,0,0,0,0,3,2009
"RL","Pave","Grvl","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","SBrkr","TA","Typ","TA","Attchd","Unf","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",20,70,8780,5,5,1985,1985,0,625,0,208,833,833,0,0,833,1,0,1,0,3,1,5,0,1983,0,0,0,0,0,0,0,0,0,3,2009
"RM","Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","Fa","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","Ex","MnPrv","Gar2","WD","Normal",70,60,7740,4,7,1910,1950,0,0,0,622,622,741,622,0,1363,0,0,1,0,3,1,6,0,1966,2,528,0,0,0,0,168,0,0,6,2010
"RL","Pave","Grvl","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","2Story","Gable","CompShg","Plywood","Plywood","BrkFace","TA","Gd","CBlock","Gd","TA","No","Unf","Unf","GasA","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",60,46,20544,7,6,1986,1991,123,0,0,791,791,1236,857,0,2093,0,0,2,1,3,1,7,1,1986,2,542,364,63,0,0,0,0,0,11,2008
"RL","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Ex","MnPrv","Shed","WD","Normal",60,79,12420,7,5,2001,2001,0,666,0,278,944,944,896,0,1840,1,0,2,1,3,1,6,0,2001,2,622,0,45,0,0,0,0,0,6,2009
